Transaction_ID,Employee_ID,Amount,Location,Timestamp
TX1040,EMP09,117.89,Sugar Land,2026-06-01 12:40:00
TX1041,EMP07,22.74,Katy,2026-06-01 12:47:00
TX1042,EMP07,103.68,Stafford,2026-06-01 12:54:00
TX1043,EMP09,57.73,Katy,2026-06-01 13:01:00
TX1044,EMP11,86.4,Houston,2026-06-01 13:08:00
TX1045,EMP12,66.45,Stafford,2026-06-01 13:15:00
TX1046,EMP03,28.56,The Woodlands,2026-06-01 13:22:00
TX1047,EMP05,20.13,The Woodlands,2026-06-01 13:29:00
TX1048,EMP14,61.37,Katy,2026-06-01 13:36:00
TX1049,EMP11,87.38,Houston,2026-06-01 13:43:00
TX1050,EMP06,96.08,Sugar Land,2026-06-01 13:50:00
TX1051,EMP09,41.93,Sugar Land,2026-06-01 13:57:00
TX1052,EMP11,120.34,Katy,2026-06-01 14:04:00
TX1053,EMP02,42.24,Houston,2026-06-01 14:11:00
TX1054,EMP10,63.14,Houston,2026-06-01 14:18:00
TX1055,EMP02,96.27,Stafford,2026-06-01 14:25:00
TX1056,EMP04,110.74,Houston,2026-06-01 14:32:00
TX1057,EMP05,129.78,Katy,2026-06-01 14:39:00
TX1058,EMP13,45.83,Katy,2026-06-01 14:46:00
TX1059,EMP05,34.28,Stafford,2026-06-01 14:53:00
TX1060,EMP09,137.96,Houston,2026-06-01 15:00:00
TX1061,EMP13,31.09,Houston,2026-06-01 15:07:00
TX1062,EMP04,77.11,Stafford,2026-06-01 15:14:00
TX1063,EMP09,111.61,Houston,2026-06-01 15:21:00
TX1064,EMP08,124.62,Katy,2026-06-01 15:28:00
TX1065,EMP07,111.62,Katy,2026-06-01 15:35:00
TX1066,EMP05,72.67,Stafford,2026-06-01 15:42:00
TX1067,EMP07,48.16,Houston,2026-06-01 15:49:00
TX1068,EMP03,51.42,Sugar Land,2026-06-01 15:56:00
TX1069,EMP07,56.09,Houston,2026-06-01 16:03:00
TX1070,EMP14,30.84,Sugar Land,2026-06-01 16:10:00
TX1071,EMP05,96.12,The Woodlands,2026-06-01 16:17:00
TX1072,EMP01,75.76,Stafford,2026-06-01 16:24:00
TX1073,EMP01,108.49,Katy,2026-06-01 16:31:00
TX1074,EMP07,73.33,Sugar Land,2026-06-01 16:38:00
TX1075,EMP03,28.69,Sugar Land,2026-06-01 16:45:00
TX1076,EMP14,79.02,Katy,2026-06-01 16:52:00
TX1077,EMP02,45.64,Houston,2026-06-01 16:59:00
TX1078,EMP02,27.69,Sugar Land,2026-06-01 17:06:00
TX1079,EMP05,114.46,Houston,2026-06-01 17:13:00
TX1080,EMP09,140.05,Katy,2026-06-01 17:20:00
TX1081,EMP09,84.36,Katy,2026-06-01 17:27:00
TX1082,EMP14,43.85,Houston,2026-06-01 17:34:00
TX1083,EMP06,52.67,Sugar Land,2026-06-01 17:41:00
TX1084,EMP06,24.13,Sugar Land,2026-06-01 17:48:00
TX1085,EMP11,118.1,Stafford,2026-06-01 17:55:00
TX1086,EMP06,24.9,The Woodlands,2026-06-01 18:02:00
TX1087,EMP07,82.26,Sugar Land,2026-06-01 18:09:00
TX1088,EMP07,39.54,Houston,2026-06-01 18:16:00
TX1089,EMP04,134.79,The Woodlands,2026-06-01 18:23:00
TX1090,EMP09,78.1,The Woodlands,2026-06-01 18:30:00
TX1091,EMP08,148.88,Stafford,2026-06-01 18:37:00
TX1092,EMP11,31.77,Houston,2026-06-01 18:44:00
TX1093,EMP12,72.83,The Woodlands,2026-06-01 18:51:00
TX1094,EMP07,20.94,Sugar Land,2026-06-01 18:58:00
TX1095,EMP04,144.83,The Woodlands,2026-06-01 19:05:00
TX1096,EMP01,49.57,Stafford,2026-06-01 19:12:00
TX1097,EMP05,82.49,Katy,2026-06-01 19:19:00
TX1098,EMP04,24.16,Houston,2026-06-01 19:26:00
TX1099,EMP03,127.76,Stafford,2026-06-01 19:33:00
TX1100,EMP11,96.5,The Woodlands,2026-06-01 19:40:00
TX1101,EMP01,115.07,Sugar Land,2026-06-01 19:47:00
TX1102,EMP04,89.24,Houston,2026-06-01 19:54:00
TX1103,EMP01,138.39,Stafford,2026-06-01 20:01:00
TX1104,EMP03,39.22,The Woodlands,2026-06-01 20:08:00
TX1105,EMP03,54.61,Stafford,2026-06-01 20:15:00
TX1106,EMP05,72.67,Katy,2026-06-01 20:22:00
TX1107,EMP01,26.95,Houston,2026-06-01 20:29:00
TX1108,EMP04,140.77,Katy,2026-06-01 20:36:00
TX1109,EMP06,110.45,Sugar Land,2026-06-01 20:43:00
TX1110,EMP06,106.78,Katy,2026-06-01 20:50:00
TX1111,EMP13,74.73,Katy,2026-06-01 20:57:00
TX1112,EMP10,23.25,Stafford,2026-06-01 21:04:00
TX1113,EMP08,75.3,Stafford,2026-06-01 21:11:00
TX1114,EMP01,94.45,Sugar Land,2026-06-01 21:18:00
TX1115,EMP12,53.63,Stafford,2026-06-01 21:25:00
TX1116,EMP09,49.65,Sugar Land,2026-06-01 21:32:00
TX1117,EMP07,64.21,Stafford,2026-06-01 21:39:00
TX1118,EMP03,32.63,Houston,2026-06-01 21:46:00
TX1119,EMP13,93.39,Stafford,2026-06-01 21:53:00
TX1120,EMP08,85.81,The Woodlands,2026-06-01 22:00:00
TX1121,EMP05,34.96,The Woodlands,2026-06-01 22:07:00
TX1122,EMP04,97.69,Katy,2026-06-01 22:14:00
TX1123,EMP11,62.23,Sugar Land,2026-06-01 22:21:00
TX1124,EMP11,45.13,Houston,2026-06-01 22:28:00
TX1125,EMP05,126.32,Katy,2026-06-01 22:35:00
TX1126,EMP02,15.08,Katy,2026-06-01 22:42:00
TX1127,EMP02,133.16,Sugar Land,2026-06-01 22:49:00
TX1128,EMP07,56.83,Sugar Land,2026-06-01 22:56:00
TX1129,EMP08,139.52,Stafford,2026-06-01 23:03:00
TX1130,EMP05,128.66,Stafford,2026-06-01 23:10:00
TX1131,EMP06,148.48,Sugar Land,2026-06-01 23:17:00
TX1132,EMP03,40.74,Katy,2026-06-01 23:24:00
TX1133,EMP09,117.74,Sugar Land,2026-06-01 23:31:00
TX1134,EMP11,132.39,Katy,2026-06-01 23:38:00
TX1135,EMP08,54.71,Sugar Land,2026-06-01 23:45:00
TX1136,EMP08,116.7,The Woodlands,2026-06-01 23:52:00
TX1137,EMP08,49.4,Houston,2026-06-01 23:59:00
TX1138,EMP11,92.24,Sugar Land,2026-06-02 00:06:00
TX1139,EMP02,73.39,Katy,2026-06-02 00:13:00
TX1140,EMP12,67.26,Houston,2026-06-02 00:20:00
TX1141,EMP12,136.45,Katy,2026-06-02 00:27:00
TX1142,EMP07,59.82,Katy,2026-06-02 00:34:00
TX1143,EMP09,74.34,Stafford,2026-06-02 00:41:00
TX1144,EMP01,144.51,Sugar Land,2026-06-02 00:48:00
TX1145,EMP14,139.14,The Woodlands,2026-06-02 00:55:00
TX1146,EMP14,27.83,Sugar Land,2026-06-02 01:02:00
TX1147,EMP05,21.09,The Woodlands,2026-06-02 01:09:00
TX1148,EMP06,18.21,Katy,2026-06-02 01:16:00
TX1149,EMP02,120.61,Houston,2026-06-02 01:23:00
TX1150,EMP10,148.75,Stafford,2026-06-02 01:30:00
TX1151,EMP11,89.96,Sugar Land,2026-06-02 01:37:00
TX1152,EMP03,25.66,Sugar Land,2026-06-02 01:44:00
TX1153,EMP03,49.91,The Woodlands,2026-06-02 01:51:00
TX1154,EMP01,37.18,The Woodlands,2026-06-02 01:58:00
TX1155,EMP12,57.36,The Woodlands,2026-06-02 02:05:00
TX1156,EMP13,64.35,Stafford,2026-06-02 02:12:00
TX1157,EMP03,130.19,Houston,2026-06-02 02:19:00
TX1158,EMP10,136.19,Stafford,2026-06-02 02:26:00
TX1159,EMP05,17.8,Katy,2026-06-02 02:33:00
TX1160,EMP13,68.54,Houston,2026-06-02 02:40:00
TX1161,EMP06,17.24,The Woodlands,2026-06-02 02:47:00
TX1162,EMP14,96.81,The Woodlands,2026-06-02 02:54:00
TX1163,EMP08,131.96,Stafford,2026-06-02 03:01:00
TX1164,EMP07,93.5,Houston,2026-06-02 03:08:00
TX1165,EMP05,37.11,Sugar Land,2026-06-02 03:15:00
TX1166,EMP12,16.17,The Woodlands,2026-06-02 03:22:00
TX1167,EMP13,91.68,Sugar Land,2026-06-02 03:29:00
TX1168,EMP13,72.46,Houston,2026-06-02 03:36:00
TX1169,EMP12,53.75,The Woodlands,2026-06-02 03:43:00
TX1170,EMP07,97.69,Sugar Land,2026-06-02 03:50:00
TX1171,EMP13,37.76,The Woodlands,2026-06-02 03:57:00
TX1172,EMP03,78.43,Houston,2026-06-02 04:04:00
TX1173,EMP09,116.36,Stafford,2026-06-02 04:11:00
TX1174,EMP14,42.06,Katy,2026-06-02 04:18:00
TX1175,EMP10,131.32,Katy,2026-06-02 04:25:00
TX1176,EMP06,63.97,The Woodlands,2026-06-02 04:32:00
TX1177,EMP02,147.5,Sugar Land,2026-06-02 04:39:00
TX1178,EMP07,136.88,Sugar Land,2026-06-02 04:46:00
TX1179,EMP12,72.76,Sugar Land,2026-06-02 04:53:00
TX1180,EMP11,26.72,Katy,2026-06-02 05:00:00
TX1181,EMP01,75.39,The Woodlands,2026-06-02 05:07:00
TX1182,EMP11,72.65,Sugar Land,2026-06-02 05:14:00
TX1183,EMP10,77.57,The Woodlands,2026-06-02 05:21:00
TX1184,EMP13,91.54,The Woodlands,2026-06-02 05:28:00
TX1185,EMP07,84.0,Stafford,2026-06-02 05:35:00
TX1186,EMP05,17.55,Sugar Land,2026-06-02 05:42:00
TX1187,EMP03,80.53,Sugar Land,2026-06-02 05:49:00
TX1188,EMP14,79.92,Stafford,2026-06-02 05:56:00
TX1189,EMP03,148.49,Katy,2026-06-02 06:03:00
TX1190,EMP09,137.06,Stafford,2026-06-02 06:10:00
TX1191,EMP05,41.24,Houston,2026-06-02 06:17:00
TX1192,EMP02,109.77,The Woodlands,2026-06-02 06:24:00
TX1193,EMP13,139.35,Stafford,2026-06-02 06:31:00
TX1194,EMP06,53.03,Sugar Land,2026-06-02 06:38:00
TX1195,EMP11,18.49,The Woodlands,2026-06-02 06:45:00
TX1196,EMP05,95.36,Sugar Land,2026-06-02 06:52:00
TX1197,EMP06,70.12,Katy,2026-06-02 06:59:00
TX1198,EMP01,116.26,Katy,2026-06-02 07:06:00
TX1199,EMP14,100.29,Katy,2026-06-02 07:13:00
TX1200,EMP13,60.21,Sugar Land,2026-06-02 07:20:00
TX1201,EMP09,101.96,The Woodlands,2026-06-02 07:27:00
TX1202,EMP07,32.26,Sugar Land,2026-06-02 07:34:00
TX1203,EMP04,148.49,Stafford,2026-06-02 07:41:00
TX1204,EMP08,39.36,Katy,2026-06-02 07:48:00
TX1205,EMP07,40.18,Houston,2026-06-02 07:55:00
TX1206,EMP13,71.76,Katy,2026-06-02 08:02:00
TX1207,EMP02,44.2,The Woodlands,2026-06-02 08:09:00
TX1208,EMP14,140.68,The Woodlands,2026-06-02 08:16:00
TX1209,EMP12,140.3,The Woodlands,2026-06-02 08:23:00
TX1210,EMP10,97.08,Stafford,2026-06-02 08:30:00
TX1211,EMP14,130.41,Houston,2026-06-02 08:37:00
TX1212,EMP06,31.29,The Woodlands,2026-06-02 08:44:00
TX1213,EMP11,138.77,Sugar Land,2026-06-02 08:51:00
TX1214,EMP12,141.64,Houston,2026-06-02 08:58:00
TX1215,EMP04,128.39,Sugar Land,2026-06-02 09:05:00
TX1216,EMP12,56.41,Houston,2026-06-02 09:12:00
TX1217,EMP13,103.42,Stafford,2026-06-02 09:19:00
TX1218,EMP11,40.99,Stafford,2026-06-02 09:26:00
TX1219,EMP08,87.67,Katy,2026-06-02 09:33:00
TX1220,EMP11,36.47,Katy,2026-06-02 09:40:00
TX1221,EMP12,30.6,Sugar Land,2026-06-02 09:47:00
TX1222,EMP13,103.54,The Woodlands,2026-06-02 09:54:00
TX1223,EMP08,29.85,Katy,2026-06-02 10:01:00
TX1224,EMP10,34.13,The Woodlands,2026-06-02 10:08:00
TX1225,EMP01,145.57,Houston,2026-06-02 10:15:00
TX1226,EMP09,67.14,Stafford,2026-06-02 10:22:00
TX1227,EMP13,81.27,Sugar Land,2026-06-02 10:29:00
TX1228,EMP09,59.58,Sugar Land,2026-06-02 10:36:00
TX1229,EMP07,65.68,The Woodlands,2026-06-02 10:43:00
TX1230,EMP12,108.17,Sugar Land,2026-06-02 10:50:00
TX1231,EMP12,134.49,Houston,2026-06-02 10:57:00
TX1232,EMP06,123.7,Sugar Land,2026-06-02 11:04:00
TX1233,EMP03,16.55,Sugar Land,2026-06-02 11:11:00
TX1234,EMP14,108.78,Stafford,2026-06-02 11:18:00
TX1235,EMP14,22.5,The Woodlands,2026-06-02 11:25:00
TX1236,EMP14,68.06,Katy,2026-06-02 11:32:00
TX1237,EMP11,60.34,Sugar Land,2026-06-02 11:39:00
TX1238,EMP14,51.82,Houston,2026-06-02 11:46:00
TX1239,EMP04,144.69,Sugar Land,2026-06-02 11:53:00
TX1240,EMP04,40.76,Katy,2026-06-02 12:00:00
TX1241,EMP07,125.58,Stafford,2026-06-02 12:07:00
TX1242,EMP01,87.31,Katy,2026-06-02 12:14:00
TX1243,EMP04,125.41,The Woodlands,2026-06-02 12:21:00
TX1244,EMP14,75.9,Houston,2026-06-02 12:28:00
TX1245,EMP10,63.66,Houston,2026-06-02 12:35:00
TX1246,EMP04,31.25,Katy,2026-06-02 12:42:00
TX1247,EMP07,58.73,Sugar Land,2026-06-02 12:49:00
TX1248,EMP05,127.04,Sugar Land,2026-06-02 12:56:00
TX1249,EMP07,38.73,The Woodlands,2026-06-02 13:03:00
TX1250,EMP12,75.1,Stafford,2026-06-02 13:10:00
TX1251,EMP07,43.95,Houston,2026-06-02 13:17:00
TX1252,EMP05,141.94,Houston,2026-06-02 13:24:00
TX1253,EMP04,16.74,Houston,2026-06-02 13:31:00
TX1254,EMP12,77.84,The Woodlands,2026-06-02 13:38:00
TX1255,EMP09,94.59,Sugar Land,2026-06-02 13:45:00
TX1256,EMP08,140.69,Houston,2026-06-02 13:52:00
TX1257,EMP04,29.9,Katy,2026-06-02 13:59:00
TX1258,EMP02,127.03,Stafford,2026-06-02 14:06:00
TX1259,EMP02,35.18,Sugar Land,2026-06-02 14:13:00
TX1260,EMP05,118.29,Houston,2026-06-02 14:20:00
TX1261,EMP08,110.18,Stafford,2026-06-02 14:27:00
TX1262,EMP07,21.81,Stafford,2026-06-02 14:34:00
TX1263,EMP02,31.57,Sugar Land,2026-06-02 14:41:00
TX1264,EMP04,87.34,Sugar Land,2026-06-02 14:48:00
TX1265,EMP02,82.71,The Woodlands,2026-06-02 14:55:00
TX1266,EMP02,127.53,Houston,2026-06-02 15:02:00
TX1267,EMP04,121.48,The Woodlands,2026-06-02 15:09:00
TX1268,EMP10,22.14,Katy,2026-06-02 15:16:00
TX1269,EMP09,92.77,Katy,2026-06-02 15:23:00
TX1270,EMP09,75.44,Stafford,2026-06-02 15:30:00
TX1271,EMP09,58.14,The Woodlands,2026-06-02 15:37:00
TX1272,EMP09,66.18,Houston,2026-06-02 15:44:00
TX1273,EMP01,132.16,Houston,2026-06-02 15:51:00
TX1274,EMP02,74.36,The Woodlands,2026-06-02 15:58:00
TX1275,EMP12,52.79,The Woodlands,2026-06-02 16:05:00
TX1276,EMP12,39.49,Sugar Land,2026-06-02 16:12:00
TX1277,EMP08,148.13,Houston,2026-06-02 16:19:00
TX1278,EMP01,96.67,Katy,2026-06-02 16:26:00
TX1279,EMP09,115.27,Houston,2026-06-02 16:33:00
TX1280,EMP07,73.08,Stafford,2026-06-02 16:40:00
TX1281,EMP14,135.65,Stafford,2026-06-02 16:47:00
TX1282,EMP11,122.91,Houston,2026-06-02 16:54:00
TX1283,EMP01,58.21,Sugar Land,2026-06-02 17:01:00
TX1284,EMP07,49.71,Sugar Land,2026-06-02 17:08:00
TX1285,EMP03,50.99,Sugar Land,2026-06-02 17:15:00
TX1286,EMP04,86.86,The Woodlands,2026-06-02 17:22:00
TX1287,EMP01,90.22,Houston,2026-06-02 17:29:00
TX1288,EMP07,95.08,Katy,2026-06-02 17:36:00
TX1289,EMP05,65.98,Houston,2026-06-02 17:43:00
TX1290,EMP02,66.7,Houston,2026-06-02 17:50:00
TX1291,EMP09,61.77,Katy,2026-06-02 17:57:00
TX1292,EMP02,109.88,Katy,2026-06-02 18:04:00
TX1293,EMP08,56.53,Katy,2026-06-02 18:11:00
TX1294,EMP07,122.9,Sugar Land,2026-06-02 18:18:00
TX1295,EMP04,88.5,The Woodlands,2026-06-02 18:25:00
TX1296,EMP08,104.09,Katy,2026-06-02 18:32:00
TX1297,EMP02,59.82,Houston,2026-06-02 18:39:00
TX1298,EMP12,63.95,Katy,2026-06-02 18:46:00
TX1299,EMP14,115.12,The Woodlands,2026-06-02 18:53:00
TX1300,EMP12,24.16,Katy,2026-06-02 19:00:00
TX1301,EMP03,125.01,Stafford,2026-06-02 19:07:00
TX1302,EMP14,34.26,Houston,2026-06-02 19:14:00
TX1303,EMP04,139.77,Stafford,2026-06-02 19:21:00
TX1304,EMP06,90.81,The Woodlands,2026-06-02 19:28:00
TX1305,EMP13,32.71,Sugar Land,2026-06-02 19:35:00
TX1306,EMP10,96.91,Stafford,2026-06-02 19:42:00
TX1307,EMP03,61.01,Houston,2026-06-02 19:49:00
TX1308,EMP09,67.85,Sugar Land,2026-06-02 19:56:00
TX1309,EMP07,72.98,Stafford,2026-06-02 20:03:00
TX1310,EMP14,149.56,Sugar Land,2026-06-02 20:10:00
TX1311,EMP04,57.26,Stafford,2026-06-02 20:17:00
TX1312,EMP02,47.83,Katy,2026-06-02 20:24:00
TX1313,EMP03,121.82,Houston,2026-06-02 20:31:00
TX1314,EMP12,94.85,Sugar Land,2026-06-02 20:38:00
TX1315,EMP07,73.3,The Woodlands,2026-06-02 20:45:00
TX1316,EMP09,91.05,Katy,2026-06-02 20:52:00
TX1317,EMP07,130.69,The Woodlands,2026-06-02 20:59:00
TX1318,EMP06,69.73,The Woodlands,2026-06-02 21:06:00
TX1319,EMP05,18.52,Katy,2026-06-02 21:13:00
TX1320,EMP11,116.45,Stafford,2026-06-02 21:20:00
TX1321,EMP04,71.73,Sugar Land,2026-06-02 21:27:00
TX1322,EMP10,20.47,Houston,2026-06-02 21:34:00
TX1323,EMP05,130.73,The Woodlands,2026-06-02 21:41:00
TX1324,EMP10,38.25,Houston,2026-06-02 21:48:00
TX1325,EMP01,117.21,Sugar Land,2026-06-02 21:55:00
TX1326,EMP12,30.97,Houston,2026-06-02 22:02:00
TX1327,EMP13,128.27,Houston,2026-06-02 22:09:00
TX1328,EMP07,64.95,Houston,2026-06-02 22:16:00
TX1329,EMP08,16.0,Stafford,2026-06-02 22:23:00
TX1330,EMP13,25.19,Katy,2026-06-02 22:30:00
TX1331,EMP02,28.24,The Woodlands,2026-06-02 22:37:00
TX1332,EMP10,124.55,Houston,2026-06-02 22:44:00
TX1333,EMP04,41.95,Houston,2026-06-02 22:51:00
TX1334,EMP05,30.67,Katy,2026-06-02 22:58:00
TX1335,EMP11,69.06,Sugar Land,2026-06-02 23:05:00
TX1336,EMP14,108.02,Stafford,2026-06-02 23:12:00
TX1337,EMP10,77.06,Houston,2026-06-02 23:19:00
TX1338,EMP02,73.66,Stafford,2026-06-02 23:26:00
TX1339,EMP04,37.96,The Woodlands,2026-06-02 23:33:00
TX1340,EMP10,110.83,The Woodlands,2026-06-02 23:40:00
TX1341,EMP04,57.49,Katy,2026-06-02 23:47:00
TX1342,EMP14,31.68,Houston,2026-06-02 23:54:00
TX1343,EMP09,127.35,Stafford,2026-06-03 00:01:00
TX1344,EMP10,72.9,Houston,2026-06-03 00:08:00
TX1345,EMP13,142.27,Houston,2026-06-03 00:15:00
TX1346,EMP09,22.12,Houston,2026-06-03 00:22:00
TX1347,EMP13,79.65,Houston,2026-06-03 00:29:00
TX1348,EMP12,132.57,Katy,2026-06-03 00:36:00
TX1349,EMP13,79.78,Houston,2026-06-03 00:43:00
TX1350,EMP09,143.54,Sugar Land,2026-06-03 00:50:00
TX1351,EMP07,41.95,Katy,2026-06-03 00:57:00
TX1352,EMP02,103.87,Stafford,2026-06-03 01:04:00
TX1353,EMP06,71.06,Katy,2026-06-03 01:11:00
TX1354,EMP08,91.61,Katy,2026-06-03 01:18:00
TX1355,EMP10,91.24,Stafford,2026-06-03 01:25:00
TX1356,EMP14,118.13,Stafford,2026-06-03 01:32:00
TX1357,EMP01,33.65,The Woodlands,2026-06-03 01:39:00
TX1358,EMP06,19.33,Stafford,2026-06-03 01:46:00
TX1359,EMP14,133.23,Katy,2026-06-03 01:53:00
TX1360,EMP11,141.15,Sugar Land,2026-06-03 02:00:00
TX1361,EMP02,140.74,Stafford,2026-06-03 02:07:00
TX1362,EMP01,63.61,Houston,2026-06-03 02:14:00
TX1363,EMP02,91.13,Houston,2026-06-03 02:21:00
TX1364,EMP13,73.47,Katy,2026-06-03 02:28:00
TX1365,EMP12,56.27,Katy,2026-06-03 02:35:00
TX1366,EMP09,79.23,Katy,2026-06-03 02:42:00
TX1367,EMP05,129.63,The Woodlands,2026-06-03 02:49:00
TX1368,EMP12,80.11,Stafford,2026-06-03 02:56:00
TX1369,EMP05,30.39,Houston,2026-06-03 03:03:00
TX1370,EMP13,106.06,The Woodlands,2026-06-03 03:10:00
TX1371,EMP11,88.49,The Woodlands,2026-06-03 03:17:00
TX1372,EMP10,143.05,Sugar Land,2026-06-03 03:24:00
TX1373,EMP07,28.68,Sugar Land,2026-06-03 03:31:00
TX1374,EMP12,149.46,Houston,2026-06-03 03:38:00
TX1375,EMP14,100.97,Houston,2026-06-03 03:45:00
TX1376,EMP04,20.51,The Woodlands,2026-06-03 03:52:00
TX1377,EMP03,65.08,Katy,2026-06-03 03:59:00
TX1378,EMP08,39.22,Houston,2026-06-03 04:06:00
TX1379,EMP08,28.4,Sugar Land,2026-06-03 04:13:00
TX1380,EMP09,33.42,The Woodlands,2026-06-03 04:20:00
TX1381,EMP13,135.52,Houston,2026-06-03 04:27:00
TX1382,EMP05,82.51,Katy,2026-06-03 04:34:00
TX1383,EMP14,85.93,Sugar Land,2026-06-03 04:41:00
TX1384,EMP13,138.52,The Woodlands,2026-06-03 04:48:00
TX1385,EMP07,89.55,Katy,2026-06-03 04:55:00
TX1386,EMP11,140.3,Stafford,2026-06-03 05:02:00
TX1387,EMP10,100.61,Katy,2026-06-03 05:09:00
TX1388,EMP01,118.9,Houston,2026-06-03 05:16:00
TX1389,EMP01,78.57,Stafford,2026-06-03 05:23:00
TX1390,EMP07,143.03,Katy,2026-06-03 05:30:00
TX1391,EMP09,97.01,Houston,2026-06-03 05:37:00
TX1392,EMP14,132.39,Stafford,2026-06-03 05:44:00
TX1393,EMP14,145.72,Stafford,2026-06-03 05:51:00
TX1394,EMP01,79.48,Sugar Land,2026-06-03 05:58:00
TX1395,EMP05,96.89,Sugar Land,2026-06-03 06:05:00
TX1396,EMP14,138.45,Katy,2026-06-03 06:12:00
TX1397,EMP02,110.34,The Woodlands,2026-06-03 06:19:00
TX1398,EMP10,20.23,Katy,2026-06-03 06:26:00
TX1399,EMP06,49.41,The Woodlands,2026-06-03 06:33:00
TX1400,EMP08,112.56,Houston,2026-06-03 06:40:00
TX1401,EMP12,141.19,Stafford,2026-06-03 06:47:00
TX1402,EMP03,146.52,Stafford,2026-06-03 06:54:00
TX1403,EMP11,43.56,The Woodlands,2026-06-03 07:01:00
TX1404,EMP07,102.52,Sugar Land,2026-06-03 07:08:00
TX1405,EMP12,50.8,Stafford,2026-06-03 07:15:00
TX1406,EMP10,143.81,Katy,2026-06-03 07:22:00
TX1407,EMP05,122.99,Sugar Land,2026-06-03 07:29:00
TX1408,EMP11,37.09,The Woodlands,2026-06-03 07:36:00
TX1409,EMP14,144.36,Sugar Land,2026-06-03 07:43:00
TX1410,EMP02,15.49,Sugar Land,2026-06-03 07:50:00
TX1411,EMP02,144.06,Houston,2026-06-03 07:57:00
TX1412,EMP06,49.86,Stafford,2026-06-03 08:04:00
TX1413,EMP10,108.47,The Woodlands,2026-06-03 08:11:00
TX1414,EMP05,89.82,Houston,2026-06-03 08:18:00
TX1415,EMP07,38.79,Stafford,2026-06-03 08:25:00
TX1416,EMP10,47.15,Katy,2026-06-03 08:32:00
TX1417,EMP01,78.36,Katy,2026-06-03 08:39:00
TX1418,EMP12,103.76,Houston,2026-06-03 08:46:00
TX1419,EMP13,29.97,Houston,2026-06-03 08:53:00
TX1420,EMP01,58.32,Houston,2026-06-03 09:00:00
TX1421,EMP12,74.38,Stafford,2026-06-03 09:07:00
TX1422,EMP09,77.4,Stafford,2026-06-03 09:14:00
TX1423,EMP02,112.96,Houston,2026-06-03 09:21:00
TX1424,EMP06,56.26,Sugar Land,2026-06-03 09:28:00
TX1425,EMP09,144.63,Katy,2026-06-03 09:35:00
TX1426,EMP02,17.33,Houston,2026-06-03 09:42:00
TX1427,EMP10,142.08,Stafford,2026-06-03 09:49:00
TX1428,EMP04,115.25,The Woodlands,2026-06-03 09:56:00
TX1429,EMP08,132.37,Katy,2026-06-03 10:03:00
TX1430,EMP14,49.02,Stafford,2026-06-03 10:10:00
TX1431,EMP05,26.49,Houston,2026-06-03 10:17:00
